MaxReturn,dLoss,LossAfter,MaxForwardProgress,StdForwardProgress,MinForwardProgress,NumTrajs,MeanKLBefore,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,LossBefore,AverageForwardProgress,Entropy,AveragePolicyStd,Perplexity,MeanKL,ExplainedVariance,AverageReturn
8.25888417372,0.00758224810808,-0.00758224810808,0.551784455917,0.197495344306,-0.478196155943,107,0.0,0,-0.786304651549,-12.0087782696,3.90323611527,-3.39448614596e-16,0.0499556801903,2.83787706641,1.0,17.0794684453,0.00727577766463,1.73884885379e-08,-1.63033045282
10.192041952,0.00890626213307,-0.00890626213307,0.644762922795,0.214153664627,-0.423223943468,107,0.0,1,-0.527254554395,-10.9835896856,4.24186380658,-1.05348751529e-16,0.145112290041,2.83957588523,1.00086929981,17.1085080272,0.00756986199931,0.165939787541,0.268528101888
11.37454954,0.00813680156722,-0.00813680156721,0.711354074666,0.193371476645,-0.254860858904,107,0.0,2,1.00867518744,-7.85459771142,3.82908496022,1.04209475939e-16,0.269724932616,2.82841386935,0.995331658543,16.9186044142,0.00644186654626,0.350326402103,2.71959657086
12.4185821886,0.00695031441589,-0.00695031441589,0.759822165618,0.216655415921,-0.262249932073,107,0.0,3,1.26144074872,-7.93047559558,4.29499188887,-5.66545771875e-17,0.25926664476,2.82426344089,0.993290369096,16.848530476,0.00679006229081,0.510592563305,2.50375034364
11.9646578306,0.00702440100329,-0.00702440100329,0.735098949033,0.194792682287,-0.142740750343,107,0.0,4,1.29494468209,-5.61169093095,3.85499880854,1.27760730344e-16,0.267029506234,2.7979651538,0.980350100425,16.4112184664,0.00762728043013,0.63412848328,2.67523285806
12.1196547197,0.00770922188414,-0.00770922188414,0.742358541181,0.147243227643,-0.0339433381381,107,0.0,5,2.02910733919,-3.20985890722,2.90773885542,-4.68192462992e-17,0.32331007436,2.78584847785,0.974386617034,16.2135688962,0.00707699700077,0.793139470775,3.77050463241
12.1633100162,0.00589986070553,-0.00589986070553,0.751427309666,0.142521138127,-0.101777986405,107,0.0,6,2.56974096247,-4.46629258897,2.82033190675,1.0656584649e-17,0.360249572926,2.78631519432,0.974610272397,16.221137802,0.00658182805234,0.856896509947,4.49152258688
9.91067331603,0.00648768297161,-0.00648768297161,0.633211145161,0.123347187734,0.00965331181075,107,0.0,7,2.06509167075,-2.29279093126,2.45046439465,-2.46796352825e-17,0.336775994023,2.76162443061,0.962621685918,15.8255295541,0.00701594601916,0.88079503091,4.06484051617
10.0280900174,0.00640290050815,-0.00640290050815,0.637836173313,0.118304621637,-0.0125232322084,107,0.0,8,2.69196833905,-2.95777843058,2.34236400946,-7.92669408824e-17,0.365216925065,2.74556988109,0.954947180247,15.5734864393,0.0073359267887,0.895541666647,4.61800784279
16.1866383316,0.00906366568129,-0.00906366568129,0.950781170206,0.148393691795,0.142673518965,107,0.0,9,2.68196390708,0.190142131536,2.93577056515,2.44278117983e-16,0.385628082943,2.71582838015,0.940863118542,15.1171276149,0.00944132136165,0.845759501392,5.03991738341
