MaxReturn,dLoss,LossAfter,MaxForwardProgress,StdForwardProgress,MinForwardProgress,NumTrajs,MeanKLBefore,Iteration,AverageDiscountedReturn,MinReturn,StdReturn,LossBefore,AverageForwardProgress,Entropy,AveragePolicyStd,Perplexity,MeanKL,ExplainedVariance,AverageReturn
6.25673536625,0.00760368828137,-0.00760368828137,0.466861739952,0.227656244369,-0.780973211492,107,0.0,0,-1.38410108365,-18.3886223507,4.50185262885,1.65060073605e-17,-0.21607778369,2.83787706641,1.0,17.0794684453,0.00921863711821,1.05374845516e-08,-7.27701974051
9.89137890176,0.00662043179828,-0.00662043179828,0.646516885334,0.245003973408,-0.639163155642,107,0.0,1,-0.0817848446292,-15.8807110351,4.86012748327,8.44412805514e-17,0.0280805883866,2.84653189197,1.00434573482,17.2279297923,0.00669931306167,-0.118711174999,-2.41412601644
8.76493984336,0.00887206621512,-0.00887206621512,0.596667882813,0.224040781265,-0.520111334993,107,0.0,2,0.527631828795,-13.3287555545,4.45203591375,2.30376984364e-16,0.114430880035,2.83546263646,0.998817827864,17.0382810073,0.0098317549913,0.342380578183,-0.677792005231
7.67983914237,0.00957548573291,-0.00957548573291,0.539802660416,0.175682639142,-0.373124858144,107,0.0,3,0.890056278801,-10.3436567336,3.46305504109,4.1647889706e-17,0.155019824808,2.82752489653,0.9948373674,16.903570918,0.0099133709539,0.610498942921,0.126846755727
8.74567858671,0.00697681399921,-0.00697681399921,0.591180520972,0.152416232984,-0.152718099929,107,0.0,4,1.92302849203,-5.84438037812,3.02067707206,-1.6055692601e-17,0.229735008613,2.82594762387,0.994055284984,16.8769303929,0.00797926550001,0.74697273338,1.61315584052
9.46012178758,0.00809157953959,-0.00809157953959,0.629345232054,0.135365307712,-0.0522601833507,107,0.0,5,1.76288547706,-3.94240213615,2.66526761315,-9.73447698358e-17,0.234219571604,2.80162553628,0.982080734018,16.4713998792,0.00640180176422,0.781937542999,1.73205314062
7.67094029285,0.00775072909625,-0.00775072909625,0.533767057137,0.120145755979,-0.0281753800175,107,0.0,6,2.34205452159,-3.45114032144,2.36704531025,1.81151044321e-16,0.284489867352,2.79626876017,0.979539224707,16.3834021802,0.00638939748898,0.829505568306,2.76838232071
8.73516259822,0.00781005760767,-0.00781005760767,0.583142644264,0.113017089537,0.0117427864303,107,0.0,7,2.40957835485,-2.54870297012,2.22883768245,-1.35901155334e-16,0.301304950919,2.79016830076,0.976733655838,16.2837601405,0.00898875671323,0.850515576516,3.16458340185
10.2925803438,0.00737225410482,-0.00737225410482,0.664326865586,0.11569933462,0.0533937867009,107,0.0,8,2.0888232177,-1.71954654515,2.27965175703,1.41188203392e-16,0.298684002763,2.77763202125,0.970863594383,16.0808966056,0.00656617173963,0.825796031821,3.11397290243
10.6054944196,0.00638490318938,-0.00638490318938,0.676151566638,0.11614116881,0.0815398139588,107,0.0,9,2.76978205154,-1.14784059647,2.2792099461,1.07187363865e-16,0.351801106339,2.76049827362,0.963053452677,15.8077175549,0.00734806476714,0.848834120261,4.16204410932
10.7494988785,0.00760617215311,-0.00760617215311,0.684961662752,0.113975616343,0.105618562225,107,0.0,10,2.90127277347,-0.606845674947,2.25014014493,-1.78530087909e-16,0.370113338624,2.73047482521,0.948920315714,15.3401691899,0.00717542614145,0.834123733932,4.54233179495
17.0664158364,0.00960674382289,-0.00960674382289,0.998876198406,0.173131942329,0.178422219618,107,0.0,11,3.51291308701,0.746551316602,3.40683686553,-1.53807392575e-16,0.511622757109,2.72855908232,0.948011490788,15.3108095017,0.00813244278955,0.679411403894,7.3522304412
24.8706175743,0.00854150798506,-0.00854150798506,1.39649937563,0.220761902527,0.286425285421,107,0.0,12,4.01154286616,3.02517005375,4.36424916381,2.09481705087e-16,0.658733771932,2.72283744834,0.945631265061,15.2234567922,0.0081329722412,0.658894430172,10.2920766911
27.6746837183,0.00954912748976,-0.00954912748976,1.53768158683,0.265240645158,0.244433772983,107,0.0,13,4.43553039191,2.24694937753,5.24905099121,3.00154501461e-16,1.03326682795,2.72341585875,0.946145568703,15.2322647451,0.00772924257058,0.644688978295,17.7345477229
33.5628795929,0.00810410772235,-0.00810410772235,1.83239493554,0.201908236705,0.94803731267,107,0.0,14,5.34438685733,16.0500901308,3.99307564464,1.80623947782e-16,1.41628659625,2.71247059283,0.941303241332,15.0664526411,0.00681394762598,0.689059762042,25.3206351444
37.712978537,0.00912541359032,-0.00912541359031,2.03770044922,0.150036599739,1.14835269724,107,0.0,15,5.982529649,20.010574353,2.97961956541,4.07678045009e-16,1.62688924895,2.71502698706,0.943142846938,15.1050177064,0.00727590864409,0.823384244157,29.4764875834
39.3996889986,0.00904828417802,-0.00904828417801,2.12263306009,0.133093704778,1.55194959811,107,0.0,16,6.61388137433,27.8526468907,2.62630506123,4.01857156067e-16,1.8209037743,2.69643961756,0.934960773471,14.8268483876,0.00663236100556,0.900406894492,33.3452028018
40.8902668373,0.0115218653367,-0.0115218653367,2.19529581547,0.132553966356,1.56465399023,107,0.0,17,7.01096407267,28.2325758058,2.64518081652,3.55578494997e-16,1.91613817599,2.67436439533,0.92556342986,14.503128653,0.0099123105964,0.918052432318,35.1999279774
45.2707090621,0.0113552375471,-0.0113552375471,2.4241257007,0.127673847195,1.76376969183,107,0.0,18,7.62660653546,32.4065343572,2.52436839958,1.65442685512e-16,2.09845029425,2.65294066293,0.916456805839,14.1957221607,0.00996934400423,0.922718509813,38.8432583143
46.3357006618,0.00849242880674,-0.00849242880674,2.47017547345,0.122650089094,1.8390377857,107,0.0,19,7.63857130983,33.5867990049,2.43220416703,8.44734458914e-17,2.22400060967,2.64028996291,0.912192152004,14.0172675061,0.00649888494081,0.934702526707,41.3478206851
49.4341036817,0.00771572736285,-0.00771572736285,2.63680505572,0.113243369381,2.02343578615,107,0.0,20,8.14642224251,37.420216721,2.24928933633,-8.99114635288e-17,2.33377380023,2.61033312527,0.899154502159,13.6035817939,0.00647586706976,0.94420544883,43.5099615838
50.3807245475,0.00766165808304,-0.00766165808304,2.67597644108,0.105063897628,2.16692746184,107,0.0,21,8.64841519616,40.3056711482,2.08192670545,-2.17321487908e-16,2.43288944456,2.60272858931,0.89602289187,13.5005252124,0.00655343186092,0.948601697246,45.4789093966
52.5549696942,0.00765243058336,-0.00765243058336,2.78839908714,0.107677024327,2.19039128037,107,0.0,22,8.87076689897,40.6314586789,2.13265385634,2.32661242297e-16,2.51248518399,2.59583915285,0.893746303524,13.407833864,0.00643321553374,0.951259496581,47.041890882
53.0651992533,0.00807507478487,-0.00807507478487,2.8168728292,0.106878522287,2.29247383201,107,0.0,23,9.30713242561,42.7349864481,2.10284070218,-3.03972838593e-17,2.60600517767,2.56781388391,0.880743644244,13.0372922306,0.00655936764848,0.954046929511,48.869709038
55.9859439223,0.00854061951583,-0.00854061951583,2.96781225093,0.105109065816,2.43421233476,107,0.0,24,9.53227278734,45.4224543962,2.07183219213,-2.40106999703e-16,2.67995023624,2.53699669028,0.867768333057,12.641647119,0.00980459423294,0.955062456734,50.3447062218
56.3797651366,0.00664780503575,-0.00664780503575,2.99751736431,0.0939808603704,2.49041477443,107,0.0,25,9.71672216176,46.4575969436,1.82921035794,5.29545254998e-17,2.76416562823,2.51493073056,0.858642970942,12.3657521807,0.00632723236194,0.961172829241,51.9737872995
57.4485508646,0.00706914077716,-0.00706914077716,3.04346891238,0.08932936639,2.63621092356,107,0.0,26,9.73755134519,49.437484484,1.75591006307,-3.89304372747e-17,2.81171354224,2.4772126628,0.842708818305,11.9080264315,0.00665208568356,0.961679565141,52.9243823944
58.569243685,0.00664751914497,-0.00664751914497,3.09724483996,0.0907468533964,2.6406235605,107,0.0,27,9.90647148788,49.7081441891,1.77999938771,-7.89399698257e-18,2.86781688533,2.44704930678,0.83070776886,11.554203461,0.00680405383923,0.96423277403,54.00206524
58.8864489156,0.00809388332842,-0.00809388332842,3.1223660562,0.103973018895,2.54975540111,107,0.0,28,10.3767744222,47.773901059,2.04267656622,-4.6376194681e-17,2.92037409078,2.42691391615,0.822753134793,11.3238816524,0.00998255916521,0.963926023511,55.0236912635
59.4856479006,0.00617186406531,-0.00617186406531,3.15089867934,0.0937356713098,2.74013238504,107,0.0,29,10.5644985937,51.4681804878,1.84650029733,1.3351936379e-16,2.9839626718,2.41971039673,0.819633552793,11.2426029488,0.00689588697305,0.969448747614,56.2340625319
61.161888466,0.0064160072191,-0.0064160072191,3.2291971406,0.0930543168516,2.79182642671,107,0.0,30,10.833676575,52.5337156271,1.81861205998,1.32272178672e-16,3.02681664007,2.38706572106,0.806500890039,10.8815176442,0.00641904627806,0.973944570267,57.0533193385
62.1539087715,0.00560987251885,-0.00560987251885,3.28921472381,0.0903311779154,2.82258204234,107,0.0,31,10.8403465154,53.1308275457,1.76310517636,-1.19596959542e-16,3.05136717903,2.36945348152,0.800069184731,10.6915475588,0.00662265267169,0.975376668982,57.532598518
62.2184349704,0.00576406609218,-0.00576406609218,3.29121673516,0.0880064107276,2.83631802502,107,0.0,32,10.912083657,53.5594861196,1.7014048726,-1.28163315889e-16,3.07394137434,2.35242184092,0.793559166153,10.5109948819,0.00693091259993,0.977724690402,57.9463429317
62.4937318712,0.00591634095745,-0.00591634095745,3.31319401059,0.0787148179028,2.90850142674,107,0.0,33,11.1031714455,54.7081981082,1.53447499386,-9.39352437994e-17,3.10727996698,2.32877716771,0.784500625874,10.2653810155,0.00656642556314,0.981808433254,58.5923697882
64.6146953844,0.00757621782832,-0.00757621782832,3.4110829321,0.0808732284244,2.98166610819,107,0.0,34,11.092660087,56.0939768416,1.58591175226,-2.11737169853e-16,3.15147783281,2.29561122823,0.77252941772,9.93050396204,0.0098183815968,0.9827772965,59.4830247699
64.411620571,0.00586666156542,-0.00586666156542,3.40267878872,0.0822174039157,2.96623835714,107,0.0,35,11.2657257938,55.8094418237,1.59511949385,7.4831107043e-17,3.18957893945,2.27217201822,0.76403144984,9.70044749761,0.00676595279906,0.982836248647,60.2102221702
64.6175142463,0.00834870532264,-0.00834870532264,3.4192864096,0.0859794760084,2.93736924448,107,0.0,36,11.4276672482,55.2120625984,1.67271968652,-1.45196419789e-16,3.22216429434,2.22872982397,0.747841029154,9.28806111128,0.00975057815299,0.984196757745,60.8566528188
64.9693873565,0.00842647401973,-0.00842647401973,3.42335445436,0.0742064462255,2.99635384801,107,0.0,37,11.6107793015,56.4239396701,1.44959811465,2.94260981106e-17,3.26450622292,2.20735414046,0.74090656599,9.09162936732,0.00983642698457,0.98517741141,61.7165793901
65.4384077123,0.00642636885071,-0.00642636885071,3.45695552484,0.0705652169538,3.14125007186,107,0.0,38,11.3611972863,59.2675200494,1.38113401761,-3.78430412655e-17,3.29557429138,2.1969571756,0.738007472243,8.99759370614,0.00671487887461,0.985430532381,62.3381728072
67.1329121753,0.00593841206807,-0.00593841206807,3.53583943778,0.0680199829015,3.17084644922,107,0.0,39,11.856098724,59.8383013742,1.33904299236,2.26087061845e-16,3.34905592625,2.16499716639,0.726824091827,8.71457722312,0.00662580985948,0.984726522459,63.3980295307
68.8646786457,0.00632662841017,-0.00632662841017,3.63443987017,0.0853066879321,3.12299995116,107,0.0,40,12.0094462451,59.0218045072,1.66072135757,4.58075944777e-16,3.38493048289,2.12926970062,0.715577467724,8.40872368286,0.00663381318726,0.983577967842,64.0984239671
67.9441367397,0.00628149123713,-0.00628149123713,3.58230773355,0.074764984533,3.22273166305,107,0.0,41,11.8897028241,60.9480530121,1.46046493845,-6.84727456459e-17,3.41748651445,2.10244557492,0.706870902621,8.18616533308,0.00654256649196,0.983956521244,64.7205753886
